idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
122180,60,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1958,55,Male,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,50,,,71.0
122244,60,8,Yes,Socialdemokratiet - The Social democrats,Good,1974,60,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,45000,,48.0
122274,210,6,Yes,Liberal Alliance - Liberal Alliance,Good,2013,55,Male,1995,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,42,42,27000,,46.0
122518,20,7,Yes,Socialdemokratiet - The Social democrats,Fair,1971,,Female,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,44,,,46.0
122593,300,6,Not eligible to vote,,Good,"Still in parental home, never left 2 months",48,Male,2000,Folkeskole 9.-10. klasse,9,4,10,,,63.0
122602,345,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1987,60,Male,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,50,50000,,55.0
122666,120,4,Yes,Dansk Folkeparti - Danish People's Party,Very good,1980,59,Female,1962,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,,,51.0
122742,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1978,67,Male,1960,Folkeskole 9.-10. klasse,0,37,50,48000,,60.0
122759,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1967,,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,,,62.0
122792,120,6,Yes,Dansk Folkeparti - Danish People's Party,Very good,1964,Never too young,Female,1947,Folkeskole 6.-8. klasse,0,47,47,,,58.0
122816,90,7,Yes,Socialdemokratiet - The Social democrats,Good,1984,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,30000,,71.0
122955,180,8,Yes,Alternativet - The Alternative,Very good,2012,50,Female,1994,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,40,40,30500,,56.0
122988,190,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1959,25,Male,1939,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,42,42,,,58.0
123024,,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,2013,65,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,32,32,24000,,54.0
123149,75,10,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1973,60,Male,1953,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,23,23,24000,,80.0
123228,30,10,Yes,Socialdemokratiet - The Social democrats,Very good,1966,65,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,37,37,,,86.0
123317,270,7,Yes,Dansk Folkeparti - Danish People's Party,Good,2007,55,Male,1984,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,37,44,32000,36000,82.0
123322,150,9,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1954,40,Male,1934,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,40,,,117.0
123381,30,7,Yes,Socialdemokratiet - The Social democrats,Fair,1974,60,Female,1953,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,64.0
123414,300,8,Yes,Liberal Alliance - Liberal Alliance,Very good,2012,59,Male,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,25,25,,,40.0
123440,360,8,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",50,Female,2003,Folkeskole 9.-10. klasse,9,2,2,300,500,59.0
123452,420,5,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,2005,,Male,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,45,30000,,65.0
123466,120,8,Yes,,Very good,1987,62,Female,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,35,37,25000,,59.0
123521,240,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1982,50,Male,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,50,40000,,89.0
123534,900,6,Yes,Socialdemokratiet - The Social democrats,Fair,1988,18,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,31,31,,,136.0
123613,45,8,Yes,Socialdemokratiet - The Social democrats,Good,1980,50,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,27000,,43.0
123620,90,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,2016,30,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,25,7,11500,15000,60.0
123647,120,5,Yes,,Very good,1991,25,Male,1968,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,10,10,,,65.0
123649,300,2,,,Bad,1990,,Female,1965,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,35,40,,,84.0
123743,600,9,Yes,Socialdemokratiet - The Social democrats,Good,2014,30,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,12,12,,,55.0
123969,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1963,Never too young,Female,1945,Universitetsbachelor. 1. del af kandidatuddannelse,16,37,40,,,63.0
124032,270,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1990,50,Female,1971,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,36,37,30000,,62.0
124033,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1965,55,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,40,,,95.0
124044,90,5,Yes,Socialdemokratiet - The Social democrats,Good,2003,Never too young,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",22,37,42,25000,30000,65.0
124047,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1952,50,Female,1935,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,69.0
124128,180,7,Yes,Socialdemokratiet - The Social democrats,Very bad,1985,60,Male,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,45,41000,30000,63.0
124131,150,9,Yes,,Good,2000,60,Female,1983,"Forskeruddannelse. Ph.d., doktor",21,37,37,34000,38000,74.0
124170,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Bad,1989,Never too young,Female,1970,Folkeskole 9.-10. klasse,11,,,,,62.0
124189,480,7,Yes,Alternativet - The Alternative,Fair,2006,55,Male,1985,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,,41,27000,,39.0
124190,120,4,Yes,Socialdemokratiet - The Social democrats,Fair,1969,Never too young,Female,1952,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,27,7,,,64.0
124256,600,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,2000,64,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",5,37,50,56000,62000,58.0
124453,,4,No,,Fair,2008,,Female,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,30,30,,,48.0
124470,600,8,Yes,Socialdemokratiet - The Social democrats,Good,2016,60,Female,1994,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,6,6,,,52.0
124709,60,5,Yes,Socialdemokratiet - The Social democrats,Good,1985,,Male,1965,Folkeskole 9.-10. klasse,11,37,45,40000,,63.0
124713,30,6,Not eligible to vote,,Good,1999,64,Male,1978,Folkeskole 9.-10. klasse,9,37,38,23000,30000,70.0
124899,480,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1994,60,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,46500,,77.0
125022,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1992,60,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,39,37000,,49.0
125046,,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Bad,1977,Never too young,Female,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,37,,,35.0
125067,420,5,Yes,,Very good,2003,70,Male,1982,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,23,23,12000,,76.0
125101,720,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2014,50,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,45,27700,,45.0
125249,480,7,Yes,Dansk Folkeparti - Danish People's Party,Good,"Still in parental home, never left 2 months",40,Male,1996,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,37,42,,,48.0
125278,,8,Yes,Dansk Folkeparti - Danish People's Party,Very good,1964,60,Male,1943,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,42,,,87.0
125320,300,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1986,60,Male,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",6,37,37,41000,50000,51.0
125351,15,7,Yes,,Fair,1958,55,Female,1942,Folkeskole 6.-8. klasse,7,20,20,,,68.0
125381,75,7,Yes,Socialdemokratiet - The Social democrats,Fair,1954,49,Male,1932,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",16,45,45,,,91.0
125417,60,8,Yes,Socialdemokratiet - The Social democrats,Good,1969,60,Male,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,37,37,,,71.0
125538,671,6,Yes,Dansk Folkeparti - Danish People's Party,Very good,1988,62,Female,1979,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,43,26000,30000,60.0
125620,30,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1969,60,Male,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,50,,,47.0
125623,120,8,Yes,Socialdemokratiet - The Social democrats,Very good,1974,Never too young,Female,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,0,7,,,186.0
125686,90,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1978,66,Male,1957,Folkeskole 9.-10. klasse,0,37,42,33000,36000,61.0
125722,480,6,Yes,Alternativet - The Alternative,Good,1978,70,Male,1962,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,45,86000,,88.0
125805,180,10,Yes,Socialdemokratiet - The Social democrats,Very good,1970,60,Male,1948,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22,39,39,,,52.0
125812,300,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1992,55,Male,1975,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,36,38,34000,,45.0
125954,30,5,Yes,Socialdemokratiet - The Social democrats,Fair,1960,65,Female,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",35,37,37,,,53.0
125978,180,6,Yes,Dansk Folkeparti - Danish People's Party,Fair,1978,40,Male,1961,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,37,45,31400,,75.0
126175,120,7,Not eligible to vote,,Very good,2001,50,Female,1979,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,37,26000,,60.0
126195,180,5,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",65,Female,1998,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",0,25,25,10000,,48.0
126234,360,8,Not eligible to vote,,Good,"Still in parental home, never left 2 months",64,Female,1999,Folkeskole 9.-10. klasse,13,12,15,7000,,57.0
126257,420,8,Yes,,Bad,1978,60,Female,1962,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",7,37,40,,,76.0
126325,,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1950,50,Female,1935,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,37,,,63.0
126351,120,9,Yes,Liberal Alliance - Liberal Alliance,Very good,2013,60,Male,1991,Universitetsbachelor. 1. del af kandidatuddannelse,17,37,45,30000,,74.0
126352,600,10,Yes,,Very good,1990,65,Female,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",8,37,39,50000,,50.0
126447,180,9,Yes,Other,Very good,1984,65,Female,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,30,30,30000,,63.0
126465,45,8,Yes,Socialdemokratiet - The Social democrats,Good,1956,,Female,1936,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,,,75.0
126468,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1961,60,Male,1940,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,70,70,,,84.0
126469,120,5,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,2009,45,Female,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,40,22500,25000,41.0
126484,120,1,Yes,,Good,1997,60,Female,1979,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",4,12,6,,,85.0
126495,90,5,Yes,Socialdemokratiet - The Social democrats,Bad,1965,58,Female,1947,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,30,30,,,52.0
126545,,1,Yes,Dansk Folkeparti - Danish People's Party,Bad,1977,Never too young,Male,1957,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",10,,90,,,78.0
126599,240,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1992,50,Male,1974,Folkeskole 9.-10. klasse,,37,37,,,
126625,180,7,Yes,Socialdemokratiet - The Social democrats,Good,2012,60,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,30,30,,,72.0
126638,30,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1963,60,Female,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,30,30,,,42.0
126647,,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2006,55,Female,1986,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,23500,25500,67.0
126653,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1960,60,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,57.0
126659,,5,Yes,Dansk Folkeparti - Danish People's Party,Good,1960,50,Female,1946,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9,37,45,,,58.0
126693,,5,Yes,,Bad,1960,Never too young,Female,1942,Folkeskole 6.-8. klasse,,45,45,,,55.0
126742,90,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1963,65,Female,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,,,59.0
126771,360,7,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",18,Male,2000,Folkeskole 9.-10. klasse,2,37,37,13500,,24.0
126949,60,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,2004,60,Female,1983,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,30,33,26500,,56.0
126952,240,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,1997,55,Male,1977,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,,,48.0
127015,60,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,2002,55,Female,1986,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,37,,,77.0
127056,600,9,Not eligible to vote,,Very good,2006,50,Male,1998,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,40,40,21000,,88.0
127058,,4,No,,Bad,1980,Never too young,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,,,54.0
127075,,10,Yes,Dansk Folkeparti - Danish People's Party,Good,1946,58,Female,1932,Folkeskole 6.-8. klasse,7,37,37,,,106.0
127113,60,7,Yes,Socialdemokratiet - The Social democrats,Good,1967,60,Male,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,40,,,60.0
127234,60,6,No,,Good,1991,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,35000,,40.0
127291,30,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1975,60,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",24,37,40,,,18.0
127306,120,9,Yes,Alternativet - The Alternative,Good,2014,50,Female,1994,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,8,6,,,49.0
127345,390,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,2011,49,Female,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,10,10,,,63.0
127429,,6,Yes,Socialdemokratiet - The Social democrats,Good,1967,40,Male,1945,Folkeskole 6.-8. klasse,0,37,43,,,47.0
127435,420,10,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1977,58,Female,1961,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,30,30,27000,,48.0
127447,,6,No,,Fair,1964,65,Female,1947,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",9,37,45,,,58.0
127504,480,7,Yes,Alternativet - The Alternative,Good,1995,60,Male,1979,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,6,6,,,77.0
127511,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1971,65,Male,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,,,74.0
127576,30,7,No,,Very good,1995,50,Male,1973,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,40,33000,,62.0
127622,60,10,Not eligible to vote,,Very good,1996,50,Female,1978,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,32,32,23000,25000,61.0
127641,120,8,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1977,67,Male,1960,Folkeskole 6.-8. klasse,8,37,45,33000,,56.0
127701,,10,Yes,Dansk Folkeparti - Danish People's Party,Fair,1952,,Male,1938,Folkeskole 6.-8. klasse,8,37,37,,,59.0
128019,480,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1970,,Female,1956,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,,400000,500000,69.0
128028,45,7,Yes,Socialdemokratiet - The Social democrats,Fair,1972,60,Male,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,,45,,,83.0
128182,210,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1973,60,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8,,37,,,67.0
